8.337181453131705666e-01 4.805644487273234150e-02 5.274381034409546254e-02 5.274381034409546254e-02 2.528466900468321482e-03 2.528466900468321482e-03 1.743774814437831430e-03 1.743774814437831430e-03 1.743774814437831430e-03 1.743774814437831864e-03 9.610597774918425834e-05 9.610597774918425834e-05 9.610597774918424479e-05 9.610597774918424479e-05 4.016651952768570462e-05 4.016651952768570462e-05 4.016651952768569785e-05 4.016651952768569785e-05 4.016651952768569785e-05 4.016651952768572495e-05 4.016651952768572495e-05 4.016651952768572495e-05
2.153740437454282064e-01 6.178202690023290033e-01 7.331374164251541932e-03 7.331374164251541065e-03 6.769321787908914867e-02 6.769321787908913479e-02 1.659489483801070489e-04 1.659489483801070489e-04 1.659489483801069947e-04 1.659489483801070489e-04 4.017398185085944116e-03 4.017398185085944116e-03 4.017398185085943249e-03 4.017398185085943249e-03 2.889328962136109134e-06 2.889328962136109134e-06 2.889328962136109134e-06 2.889328962136109134e-06 2.889328962136108287e-06 2.889328962136109134e-06 2.889328962136109558e-06 2.889328962136109558e-06
1.433725412220448747e-01 4.446703208443644924e-03 7.404983691958806347e-01 4.739813857110616695e-03 1.580115518479788825e-04 1.580115518479788825e-04 4.969426081805163736e-02 4.969426081805163736e-02 1.056718413797344915e-04 1.056718413797344915e-04 4.469899576141680151e-06 4.469899576141680151e-06 4.469899576141680151e-06 4.469899576141680151e-06 1.750378638463812118e-03 1.750378638463812118e-03 1.750378638463812118e-03 1.750378638463812118e-03 1.822485450387045003e-06 1.822485450387045639e-06 1.822485450387046062e-06 1.822485450387045639e-06
1.433725412220449025e-01 4.446703208443644924e-03 4.739813857110618429e-03 7.404983691958807457e-01 1.580115518479789096e-04 1.580115518479789096e-04 1.056718413797345593e-04 1.056718413797345593e-04 4.969426081805163736e-02 4.969426081805165124e-02 4.469899576141680998e-06 4.469899576141680998e-06 4.469899576141680151e-06 4.469899576141680151e-06 1.822485450387046062e-06 1.822485450387046062e-06 1.822485450387046274e-06 1.822485450387046274e-06 1.750378638463812118e-03 1.750378638463812551e-03 1.750378638463812551e-03 1.750378638463812551e-03
3.080303274479397752e-02 1.840092440706470878e-01 7.081586449042439040e-04 7.081586449042437956e-04 6.226010301728623908e-01 1.018699416847075427e-02 1.212165496926538214e-05 1.212165496926538214e-05 1.212165496926538383e-05 1.212165496926538383e-05 7.506899068366257310e-02 7.506899068366257310e-02 3.977804326766192270e-04 3.977804326766192270e-04 1.690876078071039884e-07 1.690876078071039884e-07 1.690876078071039884e-07 1.690876078071039884e-07 1.690876078071039619e-07 1.690876078071039619e-07 1.690876078071039884e-07 1.690876078071039884e-07
3.080303274479397405e-02 1.840092440706470600e-01 7.081586449042437956e-04 7.081586449042436872e-04 1.018699416847075427e-02 6.226010301728622798e-01 1.212165496926538214e-05 1.212165496926538214e-05 1.212165496926538383e-05 1.212165496926538383e-05 3.977804326766192812e-04 3.977804326766192812e-04 7.506899068366255923e-02 7.506899068366255923e-02 1.690876078071039884e-07 1.690876078071039884e-07 1.690876078071040148e-07 1.690876078071040148e-07 1.690876078071039619e-07 1.690876078071039619e-07 1.690876078071039619e-07 1.690876078071039619e-07
1.288484992778352045e-02 2.736035610446001308e-04 1.350830061604141319e-01 2.872458462023387690e-04 7.352155385317450095e-06 7.352155385317450095e-06 7.407184159581519101e-01 4.555926738435763131e-03 4.825262132276262815e-06 4.825262132276262815e-06 1.657097477225760686e-07 1.657097477225760686e-07 1.657097477225760686e-07 1.657097477225760686e-07 5.297981844746773444e-02 5.297981844746773444e-02 1.060157273669828004e-04 1.060157273669828004e-04 6.644606797759737488e-08 6.644606797759737488e-08 6.644606797759738811e-08 6.644606797759737488e-08
1.288484992778352045e-02 2.736035610446000766e-04 1.350830061604141596e-01 2.872458462023388232e-04 7.352155385317450942e-06 7.352155385317450942e-06 4.555926738435762263e-03 7.407184159581520211e-01 4.825262132276262815e-06 4.825262132276262815e-06 1.657097477225760686e-07 1.657097477225760686e-07 1.657097477225760951e-07 1.657097477225760951e-07 1.060157273669827462e-04 1.060157273669827462e-04 5.297981844746774832e-02 5.297981844746774832e-02 6.644606797759737488e-08 6.644606797759738811e-08 6.644606797759738811e-08 6.644606797759738811e-08
1.288484992778351698e-02 2.736035610446000766e-04 2.872458462023389316e-04 1.350830061604141041e-01 7.352155385317450942e-06 7.352155385317450942e-06 4.825262132276267050e-06 4.825262132276267050e-06 7.407184159581520211e-01 4.555926738435763131e-03 1.657097477225760686e-07 1.657097477225760686e-07 1.657097477225760686e-07 1.657097477225760686e-07 6.644606797759746752e-08 6.644606797759746752e-08 6.644606797759746752e-08 6.644606797759746752e-08 5.297981844746773444e-02 5.297981844746773444e-02 1.060157273669828004e-04 1.060157273669827733e-04
1.288484992778351872e-02 2.736035610446001308e-04 2.872458462023389316e-04 1.350830061604141319e-01 7.352155385317452636e-06 7.352155385317452636e-06 4.825262132276267050e-06 4.825262132276267050e-06 4.555926738435763998e-03 7.407184159581521321e-01 1.657097477225761215e-07 1.657097477225761215e-07 1.657097477225760951e-07 1.657097477225760951e-07 6.644606797759746752e-08 6.644606797759746752e-08 6.644606797759746752e-08 6.644606797759746752e-08 1.060157273669827869e-04 1.060157273669827869e-04 5.297981844746774138e-02 5.297981844746773444e-02
