8.310169134572620298e-01 5.268166724678840368e-02 5.268166724678840368e-02 5.268166724678840368e-02 1.742710783957224620e-03 1.742710783957224620e-03 1.742710783957224620e-03 1.742710783957224620e-03 1.742710783957224620e-03 1.742710783957224620e-03 4.015167488578194599e-05 4.015167488578194599e-05 4.015167488578192566e-05 4.015167488578194599e-05 4.015167488578194599e-05 4.015167488578194599e-05 4.015167488578194599e-05 4.015167488578196632e-05 4.015167488578195277e-05 4.015167488578195954e-05 4.015167488578193922e-05 4.015167488578194599e-05
1.432036187698709773e-01 7.404954769081003585e-01 4.736921569330137562e-03 4.736921569330137562e-03 4.969422135474912267e-02 4.969422135474912267e-02 1.056323780772029078e-04 1.056323780772029078e-04 1.056323780772029349e-04 1.056323780772029349e-04 1.750378182139067634e-03 1.750378182139067850e-03 1.750378182139067200e-03 1.750378182139067850e-03 1.822029125642919149e-06 1.822029125642919149e-06 1.822029125642919149e-06 1.822029125642919785e-06 1.822029125642919785e-06 1.822029125642920208e-06 1.822029125642919149e-06 1.822029125642919573e-06
1.432036187698709773e-01 4.736921569330138429e-03 7.404954769081002475e-01 4.736921569330137562e-03 1.056323780772029078e-04 1.056323780772029078e-04 4.969422135474912267e-02 4.969422135474912267e-02 1.056323780772029078e-04 1.056323780772029078e-04 1.822029125642918726e-06 1.822029125642918938e-06 1.822029125642918302e-06 1.822029125642918726e-06 1.750378182139067850e-03 1.750378182139068284e-03 1.750378182139067850e-03 1.750378182139068718e-03 1.822029125642918938e-06 1.822029125642918726e-06 1.822029125642917667e-06 1.822029125642918302e-06
1.432036187698710050e-01 4.736921569330138429e-03 4.736921569330137562e-03 7.404954769081003585e-01 1.056323780772029213e-04 1.056323780772029213e-04 1.056323780772029213e-04 1.056323780772029213e-04 4.969422135474912960e-02 4.969422135474912960e-02 1.822029125642918726e-06 1.822029125642919149e-06 1.822029125642918726e-06 1.822029125642919149e-06 1.822029125642918726e-06 1.822029125642919149e-06 1.822029125642919149e-06 1.822029125642919573e-06 1.750378182139068501e-03 1.750378182139068935e-03 1.750378182139067850e-03 1.750378182139068284e-03
1.287698774687134375e-02 1.350828988880359571e-01 2.871385738241763138e-04 2.871385738241763138e-04 7.407184147412028130e-01 4.555925521486444904e-03 4.824045182957369677e-06 4.824045182957369677e-06 4.824045182957369677e-06 4.824045182957369677e-06 5.297981843545188085e-02 5.297981843545188779e-02 1.060157153511413129e-04 1.060157153511413400e-04 6.643405213616199007e-08 6.643405213616200331e-08 6.643405213616199007e-08 6.643405213616200331e-08 6.643405213616201654e-08 6.643405213616202978e-08 6.643405213616200331e-08 6.643405213616201654e-08
1.287698774687134201e-02 1.350828988880359571e-01 2.871385738241762596e-04 2.871385738241762596e-04 4.555925521486444904e-03 7.407184147412027020e-01 4.824045182957369677e-06 4.824045182957369677e-06 4.824045182957369677e-06 4.824045182957369677e-06 1.060157153511413265e-04 1.060157153511413536e-04 5.297981843545187391e-02 5.297981843545188779e-02 6.643405213616197684e-08 6.643405213616199007e-08 6.643405213616197684e-08 6.643405213616199007e-08 6.643405213616200331e-08 6.643405213616201654e-08 6.643405213616199007e-08 6.643405213616200331e-08
1.287698774687134201e-02 2.871385738241763138e-04 1.350828988880359294e-01 2.871385738241762054e-04 4.824045182957368830e-06 4.824045182957368830e-06 7.407184147412028130e-01 4.555925521486444037e-03 4.824045182957367983e-06 4.824045182957367983e-06 6.643405213616195037e-08 6.643405213616195037e-08 6.643405213616195037e-08 6.643405213616195037e-08 5.297981843545188779e-02 5.297981843545190167e-02 1.060157153511413536e-04 1.060157153511414078e-04 6.643405213616197684e-08 6.643405213616197684e-08 6.643405213616196360e-08 6.643405213616197684e-08
1.287698774687134201e-02 2.871385738241763138e-04 1.350828988880359571e-01 2.871385738241762054e-04 4.824045182957367983e-06 4.824045182957367983e-06 4.555925521486444904e-03 7.407184147412028130e-01 4.824045182957367136e-06 4.824045182957367136e-06 6.643405213616193713e-08 6.643405213616193713e-08 6.643405213616193713e-08 6.643405213616193713e-08 1.060157153511413671e-04 1.060157153511413942e-04 5.297981843545188085e-02 5.297981843545190861e-02 6.643405213616195037e-08 6.643405213616197684e-08 6.643405213616195037e-08 6.643405213616195037e-08
1.287698774687134375e-02 2.871385738241764222e-04 2.871385738241762596e-04 1.350828988880359571e-01 4.824045182957369677e-06 4.824045182957369677e-06 4.824045182957368830e-06 4.824045182957368830e-06 7.407184147412027020e-01 4.555925521486444904e-03 6.643405213616196360e-08 6.643405213616197684e-08 6.643405213616196360e-08 6.643405213616197684e-08 6.643405213616197684e-08 6.643405213616197684e-08 6.643405213616197684e-08 6.643405213616197684e-08 5.297981843545190167e-02 5.297981843545191555e-02 1.060157153511413807e-04 1.060157153511414078e-04
1.287698774687134375e-02 2.871385738241764222e-04 2.871385738241762596e-04 1.350828988880359571e-01 4.824045182957368830e-06 4.824045182957369677e-06 4.824045182957368830e-06 4.824045182957368830e-06 4.555925521486444037e-03 7.407184147412027020e-01 6.643405213616196360e-08 6.643405213616197684e-08 6.643405213616196360e-08 6.643405213616197684e-08 6.643405213616197684e-08 6.643405213616197684e-08 6.643405213616197684e-08 6.643405213616197684e-08 1.060157153511413671e-04 1.060157153511413942e-04 5.297981843545189473e-02 5.297981843545190167e-02
